tar1	tar2	tarPair	APF_score	Seq	APF_sim	Seq_distance
43	74	3R04:4NW6	-313.071	66.4804	0.311005	0.949967
43	75	3R04:4OBO	-276.811	51.6796	0.291281	0.967859
43	76	3R04:4PMM	-297.813	38.5829	0.215648	0.983218
43	77	3R04:4QTE	-342.283	54.0902	0.277314	0.972158
43	78	3R04:4RFZ	-237.15	56.1251	0.141213	0.959915
43	79	3R04:4RT7	-324.797	42.7362	0.251021	0.978398
43	80	3R04:4TND	-272.682	60.0909	0.239668	0.977743
43	81	3R04:4TWC	-327.075	49.6874	0.286047	0.972411
43	82	3R04:4U8Z	-315.564	59.2583	0.32749	0.957745
43	83	3R04:4USF	-220.34	50.0342	0.147099	0.969091
43	84	3R04:4WOT	-299.84	60.7521	0.198352	0.968725
43	85	3R04:4X7Q	-472.69	174.449	0.600817	0.615589
43	86	3R04:4XV2	-285.612	48.3856	0.194217	0.967796
43	87	3R04:4YLK	-302.537	49.9745	0.325342	0.97585
43	88	3R04:4YMJ	-292.609	40.0424	0.28549	0.980679
43	89	3R04:5EAK	-341.281	84.71	0.347844	0.91928
43	90	3R04:5EBZ	-253.577	46.2444	0.213211	0.988927
43	91	3R04:5EZV	-353.4	87.8102	0.365296	0.941544
43	92	3R04:5GRN	-302.159	47.7413	0.190926	0.973584
43	93	3R04:5H2U	-270.414	57.1254	0.21408	0.959753
43	94	3R04:5JIX	-209.457	9.30892	0.114433	0.997892
43	95	3R04:5JZN	-339.517	70.3789	0.315743	0.936907
43	96	3R04:5L0N	-180.259	10.4477	0.114685	0.996989
43	97	3R04:5LI9	-294.987	60.6948	0.249264	0.963068
43	98	3R04:5MY8	-324.155	39.1683	0.265023	0.985767
43	99	3R04:5NKF	-255.093	49.643	0.193297	0.971323
43	100	3R04:5U6B	-295.002	44.3233	0.269697	0.97559
43	101	3R04:5UYJ	-347.763	67.4195	0.349131	0.94524
43	102	3R04:5BX6	-261.33	61.1242	0.333329	0.96328
43	103	3R04:4MXO	-281.941	42.6597	0.236968	0.977742
43	104	3R04:5G1X	-298.593	79.6996	0.289233	0.918314
43	105	3R04:5HU9	-296.534	53.1795	0.170367	0.965529
43	106	3R04:3KN5	-260.382	58.3705	0.225421	0.958503
43	107	3R04:3BBT	-265.848	49.3567	0.182665	0.970964
43	108	3R04:3S95	-295.253	45.3259	0.27817	0.977555
43	109	3R04:5HES	-306.891	50.4389	0.177839	0.970275
44	1	3RGF:1CM8	-290.402	85.8417	0.163983	0.932795
44	2	3RGF:1Q41	-286.874	78.3318	0.200992	0.947655
44	3	3RGF:1S9I	-315.019	47.1458	0.108722	0.978569
44	4	3RGF:1T46	-495.371	35.589	0.3659	0.987858
44	5	3RGF:1UA2	-230.754	110.917	0.0897549	0.877026
44	6	3RGF:1X8B	-285.369	31.582	0.193195	0.988497
44	7	3RGF:1XJD	-286.474	50.2162	0.161446	0.974953
44	8	3RGF:2C47	-240.693	32.0481	0.128401	0.989865
44	9	3RGF:2CMW	-217.512	28.6547	0.109803	0.99214
44	10	3RGF:2DQ7	-286.226	40.7525	0.190506	0.981905
44	11	3RGF:2HW7	-289.708	50.5757	0.185501	0.973223
44	12	3RGF:2I1M	-274.401	29.3181	0.164654	0.991969
44	13	3RGF:2JDO	-237.293	49.3933	0.113146	0.977667
44	14	3RGF:2NRU	-306.501	36.418	0.182853	0.986061
44	15	3RGF:2QD9	-301.775	83.4678	0.165024	0.937596
44	16	3RGF:2RKU	-239.353	53.1755	0.107354	0.972269
44	17	3RGF:2V7O	-287.238	56.5229	0.186483	0.969899
44	18	3RGF:2VZ6	-254.266	52.4056	0.147494	0.972861
44	19	3RGF:2WEL	-300.926	56.5711	0.132992	0.969514
44	20	3RGF:2X2M	-239.94	43.777	0.171873	0.980558
44	21	3RGF:2X4Z	-246.708	59.2826	0.125215	0.963965
44	22	3RGF:2XNM	-204.06	58.2389	0.0891316	0.961921
44	23	3RGF:2Y7J	-176.807	55.3069	0.11745	0.968499
44	24	3RGF:2YCF	-247.071	61.2356	0.128875	0.96107
44	25	3RGF:2YEX	-226.917	49.7302	0.14994	0.974265
44	26	3RGF:3BHY	-236.803	60.4306	0.121193	0.958213
44	27	3RGF:3BLR	-322.958	103.407	0.204608	0.897183
44	28	3RGF:3E7O	-268.984	78.7855	0.192052	0.946648
44	29	3RGF:3EQR	-318.377	35.7789	0.190133	0.986662
44	30	3RGF:3F66	-260.748	35.3542	0.17054	0.987627
44	31	3RGF:3FHR	-229.24	44.8207	0.116256	0.978781
44	32	3RGF:3FXZ	-248.252	54.4981	0.136141	0.968872
44	33	3RGF:3FZT	-424.872	39.0832	0.294221	0.983722
44	34	3RGF:3HDM	-269.815	46.7861	0.183854	0.978021
44	35	3RGF:3HNG	-459.863	37.092	0.38103	0.986441
44	36	3RGF:3MPM	-299.421	39.6292	0.192798	0.982355
44	37	3RGF:3NR9	-284.817	61.2924	0.171492	0.968578
44	38	3RGF:3OY1	-275.814	80.4914	0.138916	0.94288
44	39	3RGF:3PLS	-219.082	38.5024	0.0820908	0.985767
44	40	3RGF:3POZ	-322.95	34.1656	0.156755	0.988526
44	41	3RGF:3PP0	-311.283	30.3001	0.145653	0.990801
44	42	3RGF:3Q4U	-294.583	39.4033	0.205194	0.98496
44	43	3RGF:3R04	-266.138	46.3957	0.125685	0.978159
44	44	3RGF:3RGF	-800.068	337.854	1.	0.
44	45	3RGF:3SXS	-294.515	36.7516	0.168723	0.98568
44	46	3RGF:3V8S	-245.447	48.7055	0.149267	0.982832
44	47	3RGF:3VO3	-441.319	35.8025	0.34625	0.988234
44	48	3RGF:3VVH	-319.337	48.8908	0.113348	0.975673
44	49	3RGF:3WF7	-235.712	50.3562	0.0993159	0.974744
44	50	3RGF:3ZBF	-282.377	39.2861	0.19806	0.98454
44	51	3RGF:4AT5	-383.875	37.5391	0.274015	0.986355
44	52	3RGF:4AU8	-280.326	105.763	0.180919	0.883535
44	53	3RGF:4B6L	-230.676	52.1171	0.0852529	0.972438
44	54	3RGF:4BKY	-282.035	49.9965	0.144504	0.976842
44	55	3RGF:4CLJ	-277.186	34.3108	0.174969	0.989121
44	56	3RGF:4CRS	-240.932	49.4867	0.106071	0.979328
44	57	3RGF:4E93	-259.217	38.6854	0.132905	0.988149
44	58	3RGF:4EYJ	-473.123	87.1726	0.438145	0.933031
44	59	3RGF:4F9C	-270.554	55.9199	0.182264	0.969138
44	60	3RGF:4FYO	-196.265	33.0973	0.0798107	0.988371
44	61	3RGF:4GCJ	-331.517	117.217	0.201032	0.868587
44	62	3RGF:4GIH	-220.82	41.113	0.117579	0.983723
44	63	3RGF:4GV1	-188.96	45.8217	0.0807714	0.981555
44	64	3RGF:4HCU	-316.987	39.0138	0.164467	0.983578
44	65	3RGF:4HGS	-231.624	27.6912	0.12114	0.992928
44	66	3RGF:4HVD	-261.586	36.9711	0.162211	0.986068
44	67	3RGF:4I4E	-201.508	40.5114	0.111222	0.98169
44	68	3RGF:4IM0	-272.099	43.1663	0.159977	0.990986
44	69	3RGF:4IVA	-243.811	46.2266	0.147378	0.978657
44	70	3RGF:4K33	-252.992	40.382	0.0930802	0.983844
44	71	3RGF:4KIK	-300.88	56.7558	0.187624	0.984322
44	72	3RGF:4KWP	-286.762	74.0629	0.197061	0.952739
44	73	3RGF:4L7F	-282.48	78.7611	0.141354	0.94927
44	74	3RGF:4NW6	-248.247	48.974	0.135944	0.976556
44	75	3RGF:4OBO	-270.076	51.3273	0.192793	0.972626
44	76	3RGF:4PMM	-555.448	39.6911	0.521597	0.984665
44	77	3RGF:4QTE	-295.309	96.2873	0.104887	0.923821
44	78	3RGF:4RFZ	-264.961	35.827	0.122544	0.985897
44	79	3RGF:4RT7	-508.212	41.4726	0.427323	0.982435
44	80	3RGF:4TND	-191.814	47.52	0.0824521	0.987982
44	81	3RGF:4TWC	-271.851	31.6555	0.137372	0.990331
44	82	3RGF:4U8Z	-273.128	49.3116	0.170571	0.974735
44	83	3RGF:4USF	-280.788	59.4903	0.166053	0.962271
44	84	3RGF:4WOT	-273.098	43.7632	0.11441	0.985987
44	85	3RGF:4X7Q	-238.15	38.8362	0.124586	0.98355
44	86	3RGF:4XV2	-316.404	39.0619	0.165688	0.981878
44	87	3RGF:4YLK	-260.011	66.3065	0.167072	0.963291
44	88	3RGF:4YMJ	-320.826	37.6447	0.23861	0.985256
44	89	3RGF:5EAK	-302.21	55.727	0.189652	0.969837
44	90	3RGF:5EBZ	-240.995	49.7676	0.133885	0.988927
44	91	3RGF:5EZV	-279.858	51.4567	0.159267	0.982668
44	92	3RGF:5GRN	-522.957	32.0502	0.397649	0.989721
44	93	3RGF:5H2U	-244.574	43.0293	0.121762	0.980284
44	94	3RGF:5JIX	-204.468	14.653	0.0729149	0.995491
44	95	3RGF:5JZN	-210.035	53.1954	0.105672	0.968878
44	96	3RGF:5L0N	-165.826	16.2249	0.0657105	0.993731
44	97	3RGF:5LI9	-248.886	43.0459	0.123364	0.983961
44	98	3RGF:5MY8	-211.558	51.2172	0.0770781	0.978987
44	99	3RGF:5NKF	-331.613	40.8987	0.227146	0.983194
44	100	3RGF:5U6B	-277.902	42.9107	0.166399	0.980245
44	101	3RGF:5UYJ	-318.219	51.2279	0.203237	0.972702
44	102	3RGF:5BX6	-218.364	50.7336	0.161812	0.978158
44	103	3RGF:4MXO	-334.509	39.4828	0.231843	0.983538
44	104	3RGF:5G1X	-236.049	60.4828	0.109654	0.959381
44	105	3RGF:5HU9	-549.78	44.6639	0.407097	0.979005
44	106	3RGF:3KN5	-172.655	48.909	0.0692789	0.974845
44	107	3RGF:3BBT	-282.88	38.1344	0.143777	0.985034
44	108	3RGF:3S95	-283.05	44.9739	0.17771	0.98092
44	109	3RGF:5HES	-327.234	44.3471	0.140576	0.98016
45	1	3SXS:1CM8	-320.183	45.2655	0.248237	0.977385
45	2	3SXS:1Q41	-307.376	43.2857	0.2873	0.980656
45	3	3SXS:1S9I	-371.556	55.6261	0.188337	0.963895
45	4	3SXS:1T46	-387.867	109.639	0.279317	0.860545
45	5	3SXS:1UA2	-305.918	47.0855	0.1964	0.973181
45	6	3SXS:1X8B	-339.964	42.6116	0.341389	0.974658
45	7	3SXS:1XJD	-359.717	62.9265	0.316932	0.952403
45	8	3SXS:2C47	-223.83	29.9183	0.190185	0.989311
45	9	3SXS:2CMW	-272.103	34.8154	0.216824	0.985957
45	10	3SXS:2DQ7	-342.553	139.903	0.339731	0.741913
45	11	3SXS:2HW7	-324.117	37.8789	0.28913	0.981823
45	12	3SXS:2I1M	-314.325	115.314	0.269041	0.849646
45	13	3SXS:2JDO	-278.342	51.6972	0.193814	0.970393
45	14	3SXS:2NRU	-363.471	58.7225	0.32013	0.956139
45	15	3SXS:2QD9	-348.213	41.038	0.273598	0.981744
45	16	3SXS:2RKU	-333.529	47.3052	0.259527	0.973441
45	17	3SXS:2V7O	-311.665	49.5504	0.273356	0.972005
45	18	3SXS:2VZ6	-306.965	45.2211	0.267753	0.975545
45	19	3SXS:2WEL	-284.062	50.2859	0.249861	0.970849
45	20	3SXS:2X2M	-317.807	113.077	0.37547	0.843019
45	21	3SXS:2X4Z	-354.808	56.8032	0.322488	0.959963
45	22	3SXS:2XNM	-257.624	60.0367	0.17689	0.951028
45	23	3SXS:2Y7J	-358.701	45.4186	0.357753	0.97429
45	24	3SXS:2YCF	-288.065	51.8862	0.218139	0.966176
45	25	3SXS:2YEX	-299.469	53.1773	0.325197	0.964388
45	26	3SXS:3BHY	-304.094	54.8463	0.24887	0.958344
45	27	3SXS:3BLR	-320.077	40.8514	0.250269	0.980581
45	28	3SXS:3E7O	-301.653	42.5823	0.300682	0.981139
45	29	3SXS:3EQR	-410.215	111.849	0.393039	0.842257
45	30	3SXS:3F66	-330.425	111.413	0.341007	0.851303
45	31	3SXS:3FHR	-277.496	37.4848	0.212112	0.982039
45	32	3SXS:3FXZ	-297.713	59.7672	0.243846	0.954693
45	33	3SXS:3FZT	-217.804	109.239	0.0962731	0.846108
45	34	3SXS:3HDM	-314.085	54.3176	0.310197	0.964148
45	35	3SXS:3HNG	-343.523	112.046	0.264713	0.850263
45	36	3SXS:3MPM	-433.132	141.27	0.502406	0.728642
45	37	3SXS:3NR9	-282.7	48.1224	0.21038	0.97656
45	38	3SXS:3OY1	-369.977	35.7222	0.311246	0.986385
45	39	3SXS:3PLS	-290.931	111.969	0.213405	0.854334
45	40	3SXS:3POZ	-394.303	108.538	0.290981	0.859867
45	41	3SXS:3PP0	-376.064	106.03	0.264716	0.863684
45	42	3SXS:3Q4U	-323.718	62.1563	0.30853	0.954711
45	43	3SXS:3R04	-260.581	50.8943	0.189987	0.968194
45	44	3SXS:3RGF	-294.507	36.7516	0.168723	0.98568
45	45	3SXS:3SXS	-642.544	279.174	1.	0.
45	46	3SXS:3V8S	-289.044	52.2167	0.257737	0.97612
45	47	3SXS:3VO3	-398.017	110.788	0.350681	0.863652
45	48	3SXS:3VVH	-391.75	57.1353	0.212418	0.959793
45	49	3SXS:3WF7	-308.731	52.1272	0.212109	0.967248
45	50	3SXS:3ZBF	-299.43	117.939	0.27733	0.831382
45	51	3SXS:4AT5	-267.358	126.857	0.165512	0.811419
45	52	3SXS:4AU8	-277.062	50.1979	0.220033	0.968249
45	53	3SXS:4B6L	-320.184	46.2322	0.245312	0.973752
45	54	3SXS:4BKY	-344.982	55.0286	0.269137	0.966048
45	55	3SXS:4CLJ	-341.502	109.656	0.330732	0.865517
45	56	3SXS:4CRS	-296.35	58.2099	0.199825	0.965385
45	57	3SXS:4E93	-360.386	126.811	0.319861	0.845896
45	58	3SXS:4EYJ	-256.768	45.0948	0.160676	0.978312
45	59	3SXS:4F9C	-267.621	33.1227	0.222024	0.986896
45	60	3SXS:4FYO	-311.709	106.014	0.277515	0.855612
45	61	3SXS:4GCJ	-320.879	59.8628	0.234502	0.958522
45	62	3SXS:4GIH	-298.326	96.4642	0.267278	0.891555
45	63	3SXS:4GV1	-307.469	48.2097	0.2203	0.97529
45	64	3SXS:4HCU	-393.645	186.338	0.315854	0.546638
45	65	3SXS:4HGS	-265.281	33.6652	0.160798	0.98735
45	66	3SXS:4HVD	-334.856	95.3921	0.330934	0.887752
45	67	3SXS:4I4E	-326.77	106.935	0.288599	0.845609
45	68	3SXS:4IM0	-315.221	43.9262	0.267293	0.988704
45	69	3SXS:4IVA	-299.986	100.296	0.277879	0.878414
45	70	3SXS:4K33	-320.474	117.308	0.242828	0.835004
45	71	3SXS:4KIK	-317.893	47.8484	0.260809	0.986515
45	72	3SXS:4KWP	-269.767	37.7794	0.217139	0.985118
45	73	3SXS:4L7F	-280.79	37.2321	0.1739	0.986281
45	74	3SXS:4NW6	-339.777	57.838	0.317102	0.960429
45	75	3SXS:4OBO	-264.589	53.2309	0.230379	0.964369
45	76	3SXS:4PMM	-305.856	124.505	0.196923	0.817394
45	77	3SXS:4QTE	-304.655	44.2056	0.190166	0.980569
45	78	3SXS:4RFZ	-341.713	209.53	0.253803	0.416229
45	79	3SXS:4RT7	-350.611	111.698	0.253255	0.845802
45	80	3SXS:4TND	-282.461	44.5118	0.222605	0.987239
45	81	3SXS:4TWC	-290.121	30.9032	0.194832	0.988849
45	82	3SXS:4U8Z	-319.747	71.0065	0.29104	0.936604
45	83	3SXS:4USF	-403.459	59.1642	0.426905	0.95484
45	84	3SXS:4WOT	-283.276	54.6971	0.153256	0.97351
45	85	3SXS:4X7Q	-292.427	52.1808	0.199076	0.964061
45	86	3SXS:4XV2	-358.886	80.8391	0.265465	0.906072
45	87	3SXS:4YLK	-252.258	43.9921	0.195813	0.980445
45	88	3SXS:4YMJ	-340.024	125.377	0.333738	0.802069
45	89	3SXS:5EAK	-322.91	72.3419	0.269571	0.938486
45	90	3SXS:5EBZ	-222.632	50.7091	0.142278	0.986088
45	91	3SXS:5EZV	-343.652	71.6968	0.299037	0.959279
45	92	3SXS:5GRN	-382.418	119.026	0.264783	0.828428
45	93	3SXS:5H2U	-389.678	129.827	0.384867	0.782789
45	94	3SXS:5JIX	-204.81	12.3869	0.0965662	0.996101
45	95	3SXS:5JZN	-377.221	48.6253	0.337461	0.96853
45	96	3SXS:5L0N	-174.67	9.26539	0.0932216	0.997526
45	97	3SXS:5LI9	-285.861	54.2862	0.202637	0.969129
45	98	3SXS:5MY8	-323.496	33.3452	0.228479	0.989221
45	99	3SXS:5NKF	-422.833	118.09	0.459834	0.830441
45	100	3SXS:5U6B	-352.178	103.236	0.332732	0.861626
45	101	3SXS:5UYJ	-359.349	51.43	0.32273	0.966703
45	102	3SXS:5BX6	-298.136	56.8232	0.37556	0.966841
45	103	3SXS:4MXO	-415.669	129.551	0.445744	0.785509
45	104	3SXS:5G1X	-292.816	62.5301	0.24081	0.947459
45	105	3SXS:5HU9	-399.364	135.283	0.267471	0.766904
45	106	3SXS:3KN5	-230.845	48.4439	0.153368	0.970133
45	107	3SXS:3BBT	-371.972	117.625	0.309583	0.827686
45	108	3SXS:3S95	-350.593	79.8106	0.339517	0.927284
45	109	3SXS:5HES	-352.863	85.7898	0.20355	0.910146
46	1	3V8S:1CM8	-308.775	48.9878	0.294026	0.98192
46	2	3V8S:1Q41	-285.628	60.0288	0.316008	0.974605
46	3	3V8S:1S9I	-332.198	63.7253	0.191777	0.967655
46	4	3V8S:1T46	-281.01	41.4972	0.18675	0.986363
46	5	3V8S:1UA2	-303.319	52.1226	0.245933	0.977567
46	6	3V8S:1X8B	-255.012	42.7914	0.244697	0.982555
46	7	3V8S:1XJD	-316.582	113.838	0.312665	0.893669
46	8	3V8S:2C47	-251.006	38.4337	0.304674	0.987959
46	9	3V8S:2CMW	-256.187	45.2646	0.244805	0.983797
46	10	3V8S:2DQ7	-312.864	49.4992	0.360978	0.977946
46	11	3V8S:2HW7	-284.004	66.0182	0.282776	0.96231
46	12	3V8S:2I1M	-262.292	41.8455	0.238588	0.986485
46	13	3V8S:2JDO	-405.868	126.716	0.524892	0.878577
46	14	3V8S:2NRU	-290.467	46.0309	0.260401	0.981604
46	15	3V8S:2QD9	-236.042	48.0718	0.160135	0.982901
46	16	3V8S:2RKU	-271.373	73.9346	0.218845	0.955715
46	17	3V8S:2V7O	-295.521	82.2962	0.313035	0.947288
46	18	3V8S:2VZ6	-258.949	73.0506	0.242633	0.956438
46	19	3V8S:2WEL	-260.425	79.6261	0.267507	0.950106
46	20	3V8S:2X2M	-270.612	45.3595	0.346722	0.982757
46	21	3V8S:2X4Z	-322.558	77.4205	0.339457	0.949231
46	22	3V8S:2XNM	-200.143	64.9575	0.135995	0.960867
46	23	3V8S:2Y7J	-279.238	82.2205	0.276156	0.942489
46	24	3V8S:2YCF	-187.187	79.0367	0.117348	0.946426
46	25	3V8S:2YEX	-245.277	71.6799	0.277912	0.955832
46	26	3V8S:3BHY	-352.082	65.0569	0.424917	0.959993
46	27	3V8S:3BLR	-285.104	46.7616	0.252867	0.982631
46	28	3V8S:3E7O	-288.727	50.5322	0.350892	0.981869
46	29	3V8S:3EQR	-298.935	40.8797	0.265883	0.985616
46	30	3V8S:3F66	-274.526	43.594	0.299773	0.98446
46	31	3V8S:3FHR	-252.233	57.9487	0.223212	0.970699
46	32	3V8S:3FXZ	-245.419	74.6118	0.21105	0.951803
46	33	3V8S:3FZT	-189.253	46.2206	0.0925878	0.981194
46	34	3V8S:3HDM	-270.384	115.632	0.292819	0.889094
46	35	3V8S:3HNG	-284.415	42.1516	0.231141	0.985535
46	36	3V8S:3MPM	-261.804	44.534	0.233761	0.981592
46	37	3V8S:3NR9	-287.041	52.6245	0.276201	0.980866
46	38	3V8S:3OY1	-265.04	46.8472	0.203428	0.984016
46	39	3V8S:3PLS	-299.554	46.3293	0.288213	0.982977
46	40	3V8S:3POZ	-269.39	44.817	0.172981	0.983691
46	41	3V8S:3PP0	-201.428	40.1893	0.128805	0.986632
46	42	3V8S:3Q4U	-248.759	42.9513	0.232017	0.985238
46	43	3V8S:3R04	-276.768	57.0227	0.272992	0.972746
46	44	3V8S:3RGF	-245.451	48.7055	0.149267	0.982832
46	45	3V8S:3SXS	-289.033	52.2167	0.257737	0.97612
46	46	3V8S:3V8S	-504.466	408.985	1.	0.
46	47	3V8S:3VO3	-303.96	43.6784	0.260492	0.985534
46	48	3V8S:3VVH	-381.395	59.82	0.256451	0.969915
46	49	3V8S:3WF7	-396.969	112.761	0.446671	0.895383
46	50	3V8S:3ZBF	-266.493	40.6439	0.279786	0.986331
46	51	3V8S:4AT5	-243.939	49.3874	0.175499	0.98049
46	52	3V8S:4AU8	-269.068	52.6147	0.264359	0.97619
46	53	3V8S:4B6L	-263.185	76.5841	0.211099	0.950836
46	54	3V8S:4BKY	-366.714	74.4219	0.387384	0.957611
46	55	3V8S:4CLJ	-265.379	40.0094	0.254357	0.987779
46	56	3V8S:4CRS	-345.797	117.842	0.346524	0.903164
46	57	3V8S:4E93	-305.147	55.6651	0.292122	0.979731
46	58	3V8S:4EYJ	-237.363	50.3355	0.174868	0.981555
46	59	3V8S:4F9C	-345.453	54.7376	0.47123	0.975572
46	60	3V8S:4FYO	-251.725	41.2568	0.230551	0.985073
46	61	3V8S:4GCJ	-277.45	58.6238	0.223251	0.972847
46	62	3V8S:4GIH	-253.67	45.743	0.246081	0.983355
46	63	3V8S:4GV1	-422.862	122.067	0.530737	0.891867
46	64	3V8S:4HCU	-295.262	44.0709	0.226317	0.982689
46	65	3V8S:4HGS	-278.652	46.9568	0.225993	0.983201
46	66	3V8S:4HVD	-277.813	55.2787	0.290151	0.97427
46	67	3V8S:4I4E	-264.606	45.8065	0.241021	0.980662
46	68	3V8S:4IM0	-335.131	46.2917	0.384904	0.991437
46	69	3V8S:4IVA	-285.073	47.9732	0.319575	0.981012
46	70	3V8S:4K33	-335.332	45.6345	0.338626	0.982956
46	71	3V8S:4KIK	-322.325	42.6344	0.341507	0.992692
46	72	3V8S:4KWP	-279.821	54.299	0.297538	0.979015
46	73	3V8S:4L7F	-338.675	52.6536	0.322229	0.981271
46	74	3V8S:4NW6	-284.508	115.457	0.28317	0.892364
46	75	3V8S:4OBO	-255.921	65.3761	0.274559	0.963314
46	76	3V8S:4PMM	-247.381	46.5812	0.164068	0.982553
46	77	3V8S:4QTE	-379.107	53.6631	0.375072	0.980453
46	78	3V8S:4RFZ	-280.19	48.2731	0.217324	0.978849
46	79	3V8S:4RT7	-188.608	50.0778	0.14229	0.978843
46	80	3V8S:4TND	-281.347	105.086	0.281323	0.95145
46	81	3V8S:4TWC	-274.053	39.9788	0.221423	0.98726
46	82	3V8S:4U8Z	-312.987	74.4205	0.355234	0.952464
46	83	3V8S:4USF	-221.032	60.0726	0.163208	0.96822
46	84	3V8S:4WOT	-412.001	360.246	0.412884	0.215625
46	85	3V8S:4X7Q	-282.658	58.415	0.236885	0.969256
46	86	3V8S:4XV2	-293.999	45.0758	0.226887	0.980065
46	87	3V8S:4YLK	-262.252	46.3239	0.269599	0.985199
46	88	3V8S:4YMJ	-286.887	43.2927	0.302566	0.983891
46	89	3V8S:5EAK	-339.8	86.1493	0.380267	0.940452
46	90	3V8S:5EBZ	-222.546	54.3051	0.181084	0.989109
46	91	3V8S:5EZV	-324.886	85.6352	0.340431	0.960346
46	92	3V8S:5GRN	-272.273	45.5786	0.170948	0.982827
46	93	3V8S:5H2U	-239.943	46.8361	0.185854	0.980703
46	94	3V8S:5JIX	-171.964	12.8193	0.0850543	0.997149
46	95	3V8S:5JZN	-298.365	73.5465	0.268942	0.950856
46	96	3V8S:5L0N	-138.58	12.4322	0.0747189	0.996959
46	97	3V8S:5LI9	-339.047	131.59	0.363112	0.87618
46	98	3V8S:5MY8	-322.595	38.9953	0.289404	0.989938
46	99	3V8S:5NKF	-249.662	43.8512	0.204201	0.98404
46	100	3V8S:5U6B	-278.226	42.2808	0.264508	0.984157
46	101	3V8S:5UYJ	-286.47	91.8105	0.261193	0.927569
46	102	3V8S:5BX6	-285.228	139.078	0.437847	0.864407
46	103	3V8S:4MXO	-273.122	45.0175	0.245147	0.982321
46	104	3V8S:5G1X	-306.611	86.5704	0.336288	0.931258
46	105	3V8S:5HU9	-273.769	49.0866	0.160105	0.979052
46	106	3V8S:3KN5	-241.827	68.9767	0.214387	0.958668
46	107	3V8S:3BBT	-238.973	41.5347	0.162725	0.985334
46	108	3V8S:3S95	-303.632	66.3985	0.324379	0.965645
46	109	3V8S:5HES	-268.6	47.3396	0.150215	0.981324
47	1	3VO3:1CM8	-353.92	46.8405	0.277167	0.979034
47	2	3VO3:1Q41	-325.377	44.7298	0.294208	0.982116
47	3	3VO3:1S9I	-378.083	50.3907	0.178253	0.974348
47	4	3VO3:1T46	-599.316	200.034	0.609474	0.598095
47	5	3VO3:1UA2	-275.961	53.8904	0.146071	0.969584
47	6	3VO3:1X8B	-376.839	48.8663	0.383458	0.971145
47	7	3VO3:1XJD	-367.892	58.6414	0.302991	0.964212
47	8	3VO3:2C47	-263.538	36.457	0.240958	0.986258
47	9	3VO3:2CMW	-256.378	42.5104	0.17592	0.981873
47	10	3VO3:2DQ7	-383.935	103.42	0.39004	0.877895
47	11	3VO3:2HW7	-337.633	43.1455	0.286762	0.979582
47	12	3VO3:2I1M	-353.4	184.904	0.310755	0.665303
47	13	3VO3:2JDO	-300.489	53.3931	0.206458	0.972657
47	14	3VO3:2NRU	-359.511	53.2224	0.286258	0.968806
47	15	3VO3:2QD9	-392.277	52.0827	0.3173	0.974542
47	16	3VO3:2RKU	-329.853	59.3118	0.231987	0.963852
47	17	3VO3:2V7O	-320.455	42.9122	0.264104	0.981822
47	18	3VO3:2VZ6	-304.511	37.6913	0.24076	0.985291
47	19	3VO3:2WEL	-299.546	44.2025	0.253983	0.980498
47	20	3VO3:2X2M	-322.157	163.172	0.352572	0.716988
47	21	3VO3:2X4Z	-310.256	51.9267	0.225348	0.971032
47	22	3VO3:2XNM	-253.847	58.5603	0.156982	0.95966
47	23	3VO3:2Y7J	-341.815	43.9554	0.296904	0.979152
47	24	3VO3:2YCF	-275.956	45.7116	0.182962	0.97727
47	25	3VO3:2YEX	-298.164	48.2317	0.294688	0.974636
47	26	3VO3:3BHY	-293.191	54.9795	0.211436	0.963759
47	27	3VO3:3BLR	-344.192	55.5013	0.264416	0.968966
47	28	3VO3:3E7O	-315.001	43.568	0.299686	0.982905
47	29	3VO3:3EQR	-473.111	104.504	0.477825	0.880776
47	30	3VO3:3F66	-324.284	116.319	0.300133	0.859672
47	31	3VO3:3FHR	-314.245	34.7044	0.248627	0.986671
47	32	3VO3:3FXZ	-171.595	57.4246	0.129802	0.963789
47	33	3VO3:3FZT	-343.233	106.453	0.218483	0.873471
47	34	3VO3:3HDM	-289.728	46.8925	0.241243	0.976866
47	35	3VO3:3HNG	-554.794	258.867	0.631108	0.308015
47	36	3VO3:3MPM	-419.496	107.383	0.430652	0.864253
47	37	3VO3:3NR9	-327.111	50.5598	0.257399	0.977598
47	38	3VO3:3OY1	-385.493	42.5075	0.308824	0.983309
47	39	3VO3:3PLS	-281.003	107.557	0.181944	0.883627
47	40	3VO3:3POZ	-411.53	98.2274	0.289722	0.90063
47	41	3VO3:3PP0	-402.402	102.316	0.277023	0.890104
47	42	3VO3:3Q4U	-369.319	48.1812	0.367015	0.976439
47	43	3VO3:3R04	-338.578	48.6328	0.293129	0.974856
47	44	3VO3:3RGF	-441.323	35.8025	0.34625	0.988234
47	45	3VO3:3SXS	-398.022	110.788	0.350681	0.863652
47	46	3VO3:3V8S	-303.95	43.6784	0.260492	0.985534
47	47	3VO3:3VO3	-703.061	322.452	1.	0.
47	48	3VO3:3VVH	-404.163	50.8775	0.206646	0.972397
47	49	3VO3:3WF7	-295.285	56.8973	0.177329	0.966216
47	50	3VO3:3ZBF	-332.116	113.549	0.311802	0.86468
